ANEXO IV;;;;;;
Portaria Interministerial MEC/MF nº 14, de 29 de dezembro de 2025;;;;;;
Demonstrativo da Distribuição da Complementação da União-VAAT ao Fundeb no Ano de 2026 (art. 16, incisos V a VII da Lei nº 14.113/2020);;;;;;
UF;Ente Federado;Código IBGE; VAAT anterior à Complementação-VAAT (art. 16, IV) (R$) ;" VAAT com a Complementação da União-VAAT
(art. 16, V) (R$) ";" Complementação da União-VAAT
(art. 16, VI) (R$) ";Indicador de Educação Infantil (IEI) - Percentual da Complementação da União-VAAT vinculado à Educação Infantil (art. 16, VII) (%)
BA;BRUMADO;2904605; 7.973,82 ; 10.194,38 ; 35.242.978,11 ;51%
BA;BUERAREMA;2904704; 7.931,58 ; 10.194,38 ; 7.998.670,30 ;57%
BA;BURITIRAMA;2904753; 7.883,28 ; 10.194,38 ; 12.467.745,64 ;57%
BA;CAATIBA;2904803; 8.064,24 ; 10.194,38 ; 4.084.329,14 ;40%
BA;CABACEIRAS DO PARAGUACU;2904852; 6.926,83 ; 10.194,38 ; 22.443.592,38 ;48%
BA;CACHOEIRA;2904902; 7.182,09 ; 10.194,38 ; 20.527.934,76 ;52%
BA;CACULE;2905008; 7.426,86 ; 10.194,38 ; 16.040.670,84 ;48%
BA;CAEM;2905107; 7.234,16 ; 10.194,38 ; 11.751.868,91 ;49%
BA;CAETANOS;2905156; 6.895,37 ; 10.194,38 ; 10.647.852,77 ;55%
BA;CAETITE;2905206; 8.890,80 ; 10.194,38 ; 12.254.891,70 ;55%
BA;CAFARNAUM;2905305; 7.429,86 ; 10.194,38 ; 15.459.370,61 ;54%
BA;CAIRU;2905404; 7.455,33 ; 10.194,38 ; 22.320.035,75 ;51%
BA;CALDEIRAO GRANDE;2905503; 6.793,34 ; 10.194,38 ; 20.217.757,05 ;42%
BA;CAMACAN;2905602; 9.707,43 ; 10.194,38 ; 2.321.347,69 ;54%
BA;CAMACARI;2905701; 13.606,93 ; 13.606,93 ; -   ;0%
BA;CAMAMU;2905800; 8.987,91 ; 10.194,38 ; 10.034.353,01 ;54%
BA;CAMPO ALEGRE DE LOURDES;2905909; 7.667,45 ; 10.194,38 ; 20.099.339,62 ;57%
BA;CAMPO FORMOSO;2906006; 7.728,00 ; 10.194,38 ; 51.191.418,86 ;53%
BA;CANAPOLIS;2906105; 9.063,88 ; 10.194,38 ; 2.480.522,52 ;57%
BA;CANARANA;2906204; 7.032,70 ; 10.194,38 ; 27.902.883,58 ;48%
BA;CANAVIEIRAS;2906303; 7.873,52 ; 10.194,38 ; 17.152.359,84 ;54%
BA;CANDEAL;2906402; 8.609,66 ; 10.194,38 ; 2.723.458,99 ;56%
BA;CANDEIAS;2906501; 13.243,12 ; 13.243,12 ; -   ;0%
BA;CANDIBA;2906600; 9.572,51 ; 10.194,38 ; 1.510.228,84 ;51%
BA;CANDIDO SALES;2906709; 7.639,31 ; 10.194,38 ; 18.788.602,90 ;51%
BA;CANSANCAO;2906808; 8.763,01 ; 10.194,38 ; 24.076.305,88 ;47%
BA;CANUDOS;2906824; 8.368,62 ; 10.194,38 ; 9.006.497,79 ;47%
BA;CAPELA DO ALTO ALEGRE;2906857; 6.290,05 ; 10.194,38 ; 10.697.557,96 ;56%
BA;CAPIM GROSSO;2906873; 6.769,87 ; 10.194,38 ; 33.419.057,79 ;52%
BA;CARAIBAS;2906899; 8.455,39 ; 10.194,38 ; 4.039.193,26 ;51%
BA;CARAVELAS;2906907; 8.814,69 ; 10.194,38 ; 7.464.487,96 ;51%
BA;CARDEAL DA SILVA;2907004; 7.925,08 ; 10.194,38 ; 6.613.439,70 ;54%
BA;CARINHANHA;2907103; 7.692,87 ; 10.194,38 ; 19.869.274,09 ;56%
BA;CASA NOVA;2907202; 8.077,21 ; 10.194,38 ; 33.929.113,39 ;57%
BA;CASTRO ALVES;2907301; 6.794,00 ; 10.194,38 ; 28.319.293,14 ;49%
BA;CATOLANDIA;2907400; 9.926,99 ; 10.194,38 ; 232.446,51 ;44%
BA;CATU;2907509; 10.314,43 ; 10.314,43 ; -   ;0%
BA;CATURAMA;2907558; 5.528,16 ; 10.194,38 ; 16.379.033,83 ;45%
BA;CENTRAL;2907608; 7.588,43 ; 10.194,38 ; 10.190.292,00 ;53%
BA;CHORROCHO;2907707; 7.171,07 ; 10.194,38 ; 11.378.501,16 ;48%
BA;CICERO DANTAS;2907806; 9.070,39 ; 10.194,38 ; 9.794.459,42 ;44%
BA;CIPO;2907905; 7.997,12 ; 10.194,38 ; 17.911.953,90 ;54%
BA;COARACI;2908002; 9.450,96 ; 10.194,38 ; 2.574.101,36 ;48%
BA;COCOS;2908101; 8.868,53 ; 10.194,38 ; 6.175.564,47 ;56%
BA;CONCEICAO DA FEIRA;2908200; 7.241,78 ; 10.194,38 ; 17.734.735,89 ;52%
BA;CONCEICAO DO ALMEIDA;2908309; 9.533,94 ; 10.194,38 ; 1.695.101,82 ;50%
BA;CONCEICAO DO COITE;2908408; 6.878,77 ; 10.194,38 ; 49.003.697,08 ;54%
BA;CONCEICAO DO JACUIPE;2908507; 7.364,81 ; 10.194,38 ; 29.968.798,55 ;50%
BA;CONDE;2908606; 7.811,15 ; 10.194,38 ; 17.559.156,56 ;53%
BA;CONDEUBA;2908705; 7.533,81 ; 10.194,38 ; 10.680.552,96 ;51%
BA;CONTENDAS DO SINCORA;2908804; 9.734,49 ; 10.194,38 ; 503.806,08 ;38%
BA;CORACAO DE MARIA;2908903; 6.788,59 ; 10.194,38 ; 30.735.372,72 ;53%
BA;CORDEIROS;2909000; 6.386,53 ; 10.194,38 ; 8.142.224,70 ;48%
BA;CORIBE;2909109; 6.214,77 ; 10.194,38 ; 18.392.651,91 ;59%
BA;CORONEL JOAO SA;2909208; 7.398,01 ; 10.194,38 ; 26.083.214,53 ;48%
BA;CORRENTINA;2909307; 9.734,24 ; 10.194,38 ; 3.850.188,77 ;57%
BA;COTEGIPE;2909406; 8.374,95 ; 10.194,38 ; 5.989.531,02 ;55%
BA;CRAVOLANDIA;2909505; 6.855,59 ; 10.194,38 ; 5.727.410,05 ;50%
BA;CRISOPOLIS;2909604; 7.216,69 ; 10.194,38 ; 28.169.918,52 ;48%
BA;CRISTOPOLIS;2909703; 8.142,73 ; 10.194,38 ; 6.754.546,29 ;57%
BA;CRUZ DAS ALMAS;2909802; 8.409,03 ; 10.194,38 ; 17.881.820,56 ;51%
BA;CURACA;2909901; 7.669,70 ; 10.194,38 ; 26.014.862,53 ;53%
BA;DARIO MEIRA;2910008; 8.038,54 ; 10.194,38 ; 9.837.066,89 ;37%
BA;DIAS DAVILA;2910057; 9.444,26 ; 10.194,38 ; 10.870.430,73 ;54%
BA;DOM BASILIO;2910107; 7.550,90 ; 10.194,38 ; 8.220.111,41 ;55%
BA;DOM MACEDO COSTA;2910206; 8.355,19 ; 10.194,38 ; 2.084.712,38 ;52%
BA;ELISIO MEDRADO;2910305; 7.614,54 ; 10.194,38 ; 6.665.339,15 ;44%
BA;ENCRUZILHADA;2910404; 7.456,19 ; 10.194,38 ; 14.647.565,31 ;55%
BA;ENTRE RIOS;2910503; 8.790,84 ; 10.194,38 ; 12.303.290,13 ;54%
BA;ERICO CARDOSO;2900504; 6.834,59 ; 10.194,38 ; 11.200.821,85 ;50%
BA;ESPLANADA;2910602; 8.357,72 ; 10.194,38 ; 15.821.533,88 ;56%
BA;EUCLIDES DA CUNHA;2910701; 7.611,07 ; 10.194,38 ; 50.483.751,98 ;50%
BA;EUNAPOLIS;2910727; 9.870,13 ; 10.194,38 ; 6.599.943,45 ;57%
BA;FATIMA;2910750; 6.757,37 ; 10.194,38 ; 24.318.012,78 ;48%
BA;FEIRA DA MATA;2910776; 7.153,03 ; 10.194,38 ; 5.195.238,96 ;48%
BA;FEIRA DE SANTANA;2910800; 9.448,47 ; 10.194,38 ; 55.748.022,44 ;58%
BA;FILADELFIA;2910859; 6.508,83 ; 10.194,38 ; 26.497.261,32 ;54%
BA;FIRMINO ALVES;2910909; 8.979,58 ; 10.194,38 ; 1.567.714,50 ;49%
BA;FLORESTA AZUL;2911006; 8.074,71 ; 10.194,38 ; 4.315.468,82 ;47%
BA;FORMOSA DO RIO PRETO;2911105; 10.826,32 ; 10.826,32 ; -   ;0%
BA;GANDU;2911204; 7.547,70 ; 10.194,38 ; 26.826.934,45 ;54%
BA;GAVIAO;2911253; 7.114,72 ; 10.194,38 ; 6.055.224,00 ;41%
BA;GENTIO DO OURO;2911303; 11.919,14 ; 11.919,14 ; -   ;0%
BA;GLORIA;2911402; 7.946,29 ; 10.194,38 ; 9.043.663,06 ;55%
BA;GONGOGI;2911501; 11.573,11 ; 11.573,11 ; -   ;0%
BA;GOVERNADOR MANGABEIRA;2911600; 8.160,72 ; 10.194,38 ; 11.073.309,35 ;49%
BA;GUAJERU;2911659; 8.728,93 ; 10.194,38 ; 2.513.613,44 ;64%
BA;GUANAMBI;2911709; 8.886,23 ; 10.194,38 ; 21.845.353,62 ;55%
BA;GUARATINGA;2911808; 7.836,16 ; 10.194,38 ; 10.387.324,03 ;52%
BA;HELIOPOLIS;2911857; 8.424,62 ; 10.194,38 ; 6.426.435,65 ;43%
BA;IACU;2911907; 6.962,64 ; 10.194,38 ; 30.022.612,72 ;50%
BA;IBIASSUCE;2912004; 7.883,83 ; 10.194,38 ; 5.092.431,65 ;56%
BA;IBICARAI;2912103; 8.786,37 ; 10.194,38 ; 5.498.098,96 ;51%
BA;IBICOARA;2912202; 7.417,80 ; 10.194,38 ; 18.074.598,57 ;50%
BA;IBICUI;2912301; 7.102,09 ; 10.194,38 ; 12.948.926,84 ;43%
BA;IBIPEBA;2912400; 7.926,95 ; 10.194,38 ; 8.104.435,39 ;56%
BA;IBIPITANGA;2912509; 9.916,91 ; 10.194,38 ; 1.268.757,86 ;51%
BA;IBIQUERA;2912608; 10.100,30 ; 10.194,38 ; 86.339,36 ;51%
BA;IBIRAPITANGA;2912707; 6.602,96 ; 10.194,38 ; 29.512.135,24 ;49%
BA;IBIRAPUA;2912806; 9.210,51 ; 10.194,38 ; 2.298.165,68 ;52%
BA;IBIRATAIA;2912905; 8.021,86 ; 10.194,38 ; 11.261.274,70 ;56%
BA;IBITIARA;2913002; 8.774,84 ; 10.194,38 ; 4.404.022,05 ;55%
BA;IBITITA;2913101; 7.254,83 ; 10.194,38 ; 13.585.798,03 ;49%
BA;IBOTIRAMA;2913200; 7.731,61 ; 10.194,38 ; 18.766.358,38 ;51%
BA;ICHU;2913309; 7.323,45 ; 10.194,38 ; 5.879.541,15 ;46%
BA;IGAPORA;2913408; 7.444,07 ; 10.194,38 ; 9.918.785,81 ;57%
BA;IGRAPIUNA;2913457; 7.977,96 ; 10.194,38 ; 8.530.961,37 ;54%
BA;IGUAI;2913507; 9.747,36 ; 10.194,38 ; 2.068.290,90 ;55%
BA;ILHEUS;2913606; 9.833,07 ; 10.194,38 ; 9.038.472,07 ;58%
BA;INHAMBUPE;2913705; 7.141,06 ; 10.194,38 ; 31.216.410,32 ;54%
BA;IPECAETA;2913804; 6.853,48 ; 10.194,38 ; 21.125.365,97 ;44%
BA;IPIAU;2913903; 9.084,75 ; 10.194,38 ; 9.158.314,63 ;45%
BA;IPIRA;2914000; 7.780,42 ; 10.194,38 ; 32.360.499,41 ;57%
BA;IPUPIARA;2914109; 7.900,46 ; 10.194,38 ; 5.636.554,33 ;54%
BA;IRAJUBA;2914208; 9.435,24 ; 10.194,38 ; 1.583.737,46 ;47%
BA;IRAMAIA;2914307; 8.463,30 ; 10.194,38 ; 5.027.177,68 ;51%
BA;IRAQUARA;2914406; 7.334,76 ; 10.194,38 ; 21.234.739,24 ;51%
BA;IRARA;2914505; 6.887,56 ; 10.194,38 ; 29.135.027,78 ;48%
BA;IRECE;2914604; 8.344,35 ; 10.194,38 ; 28.445.025,47 ;56%
BA;ITABELA;2914653; 8.610,05 ; 10.194,38 ; 11.197.356,23 ;58%
BA;ITABERABA;2914703; 7.193,37 ; 10.194,38 ; 47.628.610,94 ;54%
BA;ITABUNA;2914802; 10.166,11 ; 10.194,38 ; 731.828,61 ;56%
BA;ITACARE;2914901; 7.849,46 ; 10.194,38 ; 20.144.105,22 ;51%
BA;ITAETE;2915007; 7.320,89 ; 10.194,38 ; 13.021.499,30 ;51%
BA;ITAGI;2915106; 9.761,88 ; 10.194,38 ; 1.792.924,59 ;54%
BA;ITAGIBA;2915205; 9.914,13 ; 10.194,38 ; 1.267.851,52 ;57%
BA;ITAGIMIRIM;2915304; 7.944,15 ; 10.194,38 ; 5.585.817,93 ;50%
BA;ITAGUACU DA BAHIA;2915353; 8.102,28 ; 10.194,38 ; 8.733.298,08 ;54%
BA;ITAJU DO COLONIA;2915403; 7.012,24 ; 10.194,38 ; 7.219.494,93 ;54%
BA;ITAJUIPE;2915502; 8.102,19 ; 10.194,38 ; 10.386.443,47 ;55%
BA;ITAMARAJU;2915601; 8.320,40 ; 10.194,38 ; 25.181.174,88 ;54%
BA;ITAMARI;2915700; 6.830,12 ; 10.194,38 ; 7.500.517,70 ;50%
BA;ITAMBE;2915809; 8.547,50 ; 10.194,38 ; 9.442.383,58 ;53%
BA;ITANAGRA;2915908; 9.456,28 ; 10.194,38 ; 1.520.695,39 ;50%
BA;ITANHEM;2916005; 9.431,12 ; 10.194,38 ; 2.440.730,27 ;54%
BA;ITAPARICA;2916104; 9.021,33 ; 10.194,38 ; 6.382.071,32 ;50%
BA;ITAPE;2916203; 7.611,73 ; 10.194,38 ; 7.692.769,49 ;49%
BA;ITAPEBI;2916302; 10.084,69 ; 10.194,38 ; 236.186,32 ;49%
BA;ITAPETINGA;2916401; 8.629,70 ; 10.194,38 ; 21.511.958,64 ;51%
BA;ITAPICURU;2916500; 6.909,80 ; 10.194,38 ; 46.193.520,65 ;52%
BA;ITAPITANGA;2916609; 9.333,52 ; 10.194,38 ; 2.206.619,44 ;43%
BA;ITAQUARA;2916708; 5.528,87 ; 10.194,38 ; 12.378.338,49 ;35%
BA;ITARANTIM;2916807; 8.628,26 ; 10.194,38 ; 6.037.811,12 ;54%
BA;ITATIM;2916856; 7.203,44 ; 10.194,38 ; 19.161.574,66 ;46%
BA;ITIRUCU;2916906; 6.410,50 ; 10.194,38 ; 11.137.307,20 ;42%
BA;ITIUBA;2917003; 7.387,96 ; 10.194,38 ; 36.555.035,96 ;50%
BA;ITORORO;2917102; 7.759,05 ; 10.194,38 ; 9.448.640,38 ;53%
BA;ITUACU;2917201; 8.246,25 ; 10.194,38 ; 8.869.153,81 ;47%
BA;ITUBERA;2917300; 7.844,92 ; 10.194,38 ; 14.583.785,60 ;54%
BA;IUIU;2917334; 7.803,47 ; 10.194,38 ; 7.128.221,32 ;44%
BA;JABORANDI;2917359; 9.978,58 ; 10.194,38 ; 526.806,54 ;64%
BA;JACARACI;2917409; 6.914,90 ; 10.194,38 ; 15.210.951,32 ;45%
BA;JACOBINA;2917508; 8.985,35 ; 10.194,38 ; 18.194.697,79 ;54%
BA;JAGUAQUARA;2917607; 7.943,70 ; 10.194,38 ; 25.178.115,15 ;53%
BA;JAGUARARI;2917706; 8.382,46 ; 10.194,38 ; 14.057.554,19 ;53%
BA;JAGUARIPE;2917805; 8.361,19 ; 10.194,38 ; 10.355.418,60 ;51%
BA;JANDAIRA;2917904; 6.478,68 ; 10.194,38 ; 18.291.158,61 ;50%
BA;JEQUIE;2918001; 8.709,03 ; 10.194,38 ; 40.744.151,62 ;54%
BA;JEREMOABO;2918100; 7.801,10 ; 10.194,38 ; 25.834.635,05 ;47%
BA;JIQUIRICA;2918209; 8.479,39 ; 10.194,38 ; 8.305.880,31 ;51%
BA;JITAUNA;2918308; 7.240,81 ; 10.194,38 ; 20.417.203,55 ;45%
BA;JOAO DOURADO;2918357; 7.470,25 ; 10.194,38 ; 20.130.290,23 ;52%
BA;JUAZEIRO;2918407; 7.765,09 ; 10.194,38 ; 128.794.918,50 ;52%
BA;JUCURUCU;2918456; 8.378,06 ; 10.194,38 ; 3.914.741,20 ;52%
BA;JUSSARA;2918506; 5.838,26 ; 10.194,38 ; 24.780.490,51 ;52%
BA;JUSSARI;2918555; 8.243,31 ; 10.194,38 ; 5.221.629,73 ;46%
BA;JUSSIAPE;2918605; 7.021,91 ; 10.194,38 ; 5.203.808,10 ;52%
BA;LAFAIETE COUTINHO;2918704; 8.059,91 ; 10.194,38 ; 3.449.141,13 ;49%
BA;LAGOA REAL;2918753; 5.756,09 ; 10.194,38 ; 15.725.897,44 ;56%
BA;LAJE;2918803; 8.917,89 ; 10.194,38 ; 7.468.340,83 ;49%
BA;LAJEDAO;2918902; 9.939,39 ; 10.194,38 ; 227.841,11 ;42%
BA;LAJEDINHO;2919009; 9.980,13 ; 10.194,38 ; 187.715,98 ;53%
BA;LAJEDO DO TABOCAL;2919058; 8.008,49 ; 10.194,38 ; 5.552.704,54 ;42%
BA;LAMARAO;2919108; 8.292,95 ; 10.194,38 ; 4.321.461,27 ;55%
BA;LAPAO;2919157; 7.180,84 ; 10.194,38 ; 25.025.869,80 ;47%
BA;LAURO DE FREITAS;2919207; 11.325,80 ; 11.325,80 ; -   ;0%
BA;LENCOIS;2919306; 9.649,88 ; 10.194,38 ; 1.432.184,09 ;56%
BA;LICINIO DE ALMEIDA;2919405; 4.438,81 ; 10.194,38 ; 29.453.293,84 ;41%
BA;LIVRAMENTO DE NOSSA SENHORA;2919504; 7.582,96 ; 10.194,38 ; 31.785.909,77 ;57%
BA;LUIS EDUARDO MAGALHAES;2919553; 10.160,14 ; 10.194,38 ; 931.043,10 ;55%
BA;MACAJUBA;2919603; 8.090,34 ; 10.194,38 ; 7.892.029,67 ;52%
BA;MACARANI;2919702; 7.858,50 ; 10.194,38 ; 8.914.084,30 ;45%
BA;MACAUBAS;2919801; 7.990,07 ; 10.194,38 ; 20.370.994,67 ;50%
BA;MACURURE;2919900; 8.206,71 ; 10.194,38 ; 4.375.119,32 ;54%
BA;MADRE DE DEUS;2919926; 21.509,02 ; 21.509,02 ; -   ;0%
BA;MAETINGA;2919959; 7.902,32 ; 10.194,38 ; 3.850.470,96 ;44%
BA;MAIQUINIQUE;2920007; 7.435,79 ; 10.194,38 ; 7.809.602,51 ;44%
BA;MAIRI;2920106; 7.692,05 ; 10.194,38 ; 10.431.848,41 ;52%
BA;MALHADA;2920205; 7.108,19 ; 10.194,38 ; 15.007.775,94 ;56%
BA;MALHADA DE PEDRAS;2920304; 8.025,37 ; 10.194,38 ; 7.528.852,34 ;56%
BA;MANOEL VITORINO;2920403; 5.864,67 ; 10.194,38 ; 19.659.021,07 ;58%
BA;MANSIDAO;2920452; 6.689,00 ; 10.194,38 ; 11.755.669,34 ;54%
BA;MARACAS;2920502; 8.967,91 ; 10.194,38 ; 7.843.470,28 ;52%
BA;MARAGOGIPE;2920601; 8.132,82 ; 10.194,38 ; 18.898.518,91 ;50%
BA;MARAU;2920700; 8.016,93 ; 10.194,38 ; 17.124.711,36 ;57%
BA;MARCIONILIO SOUZA;2920809; 7.616,50 ; 10.194,38 ; 9.023.606,42 ;51%
BA;MASCOTE;2920908; 9.034,76 ; 10.194,38 ; 3.848.730,50 ;52%
BA;MATA DE SAO JOAO;2921005; 10.637,19 ; 10.637,19 ; -   ;0%
BA;MATINA;2921054; 7.332,28 ; 10.194,38 ; 9.262.157,40 ;48%
BA;MEDEIROS NETO;2921104; 6.853,46 ; 10.194,38 ; 21.072.012,60 ;50%
BA;MIGUEL CALMON;2921203; 8.026,82 ; 10.194,38 ; 12.441.949,85 ;51%
BA;MILAGRES;2921302; 7.866,45 ; 10.194,38 ; 6.110.846,30 ;51%
BA;MIRANGABA;2921401; 6.894,49 ; 10.194,38 ; 21.463.693,97 ;45%
BA;MIRANTE;2921450; 8.315,45 ; 10.194,38 ; 3.805.539,12 ;60%
BA;MONTE SANTO;2921500; 7.249,83 ; 10.194,38 ; 60.288.845,89 ;50%
BA;MORPARA;2921609; 9.430,08 ; 10.194,38 ; 1.540.778,81 ;56%
BA;MORRO DO CHAPEU;2921708; 8.502,29 ; 10.194,38 ; 16.088.668,89 ;51%
BA;MORTUGABA;2921807; 6.490,24 ; 10.194,38 ; 12.396.037,48 ;48%
BA;MUCUGE;2921906; 9.294,95 ; 10.194,38 ; 2.470.274,73 ;61%
BA;MUCURI;2922003; 10.341,03 ; 10.341,03 ; -   ;0%
BA;MULUNGU DO MORRO;2922052; 7.151,52 ; 10.194,38 ; 15.090.730,62 ;54%
BA;MUNDO NOVO;2922102; 9.008,73 ; 10.194,38 ; 5.797.927,35 ;53%
BA;MUNIZ FERREIRA;2922201; 9.572,32 ; 10.194,38 ; 984.094,16 ;57%
BA;MUQUEM DE SAO FRANCISCO;2922250; 7.230,27 ; 10.194,38 ; 13.620.453,84 ;50%
BA;MURITIBA;2922300; 6.909,32 ; 10.194,38 ; 26.875.517,68 ;47%
BA;MUTUIPE;2922409; 8.663,67 ; 10.194,38 ; 7.349.288,36 ;56%
BA;NAZARE;2922508; 17.225,06 ; 17.225,06 ; -   ;0%
BA;NILO PECANHA;2922607; 6.250,60 ; 10.194,38 ; 22.391.021,40 ;52%
BA;NORDESTINA;2922656; 7.129,84 ; 10.194,38 ; 20.359.508,18 ;50%
BA;NOVA CANAA;2922706; 7.568,79 ; 10.194,38 ; 13.887.826,03 ;38%
BA;NOVA FATIMA;2922730; 6.085,81 ; 10.194,38 ; 11.178.283,15 ;49%
BA;NOVA IBIA;2922755; 8.516,41 ; 10.194,38 ; 3.831.422,85 ;46%
BA;NOVA ITARANA;2922805; 7.156,65 ; 10.194,38 ; 9.460.776,10 ;49%
BA;NOVA REDENCAO;2922854; 6.965,56 ; 10.194,38 ; 6.696.332,67 ;54%
BA;NOVA SOURE;2922904; 7.734,52 ; 10.194,38 ; 16.430.437,73 ;54%
BA;NOVA VICOSA;2923001; 8.443,33 ; 10.194,38 ; 17.803.768,45 ;51%
BA;NOVO HORIZONTE;2923035; 6.024,40 ; 10.194,38 ; 19.308.836,26 ;48%
BA;NOVO TRIUNFO;2923050; 9.091,41 ; 10.194,38 ; 4.542.224,96 ;46%
BA;OLINDINA;2923100; 6.719,24 ; 10.194,38 ; 25.429.519,09 ;55%
BA;OLIVEIRA DOS BREJINHOS;2923209; 6.989,07 ; 10.194,38 ; 21.927.578,44 ;48%
BA;OURICANGAS;2923308; 8.200,82 ; 10.194,38 ; 5.146.354,98 ;49%
BA;OUROLANDIA;2923357; 7.745,78 ; 10.194,38 ; 14.851.622,52 ;56%
BA;PALMAS DE MONTE ALTO;2923407; 8.560,51 ; 10.194,38 ; 7.609.071,74 ;54%
BA;PALMEIRAS;2923506; 9.110,82 ; 10.194,38 ; 2.412.891,27 ;53%
BA;PARAMIRIM;2923605; 6.562,29 ; 10.194,38 ; 19.266.905,40 ;46%
BA;PARATINGA;2923704; 7.772,47 ; 10.194,38 ; 19.624.034,61 ;57%
BA;PARIPIRANGA;2923803; 7.695,45 ; 10.194,38 ; 16.906.883,65 ;49%
BA;PAU BRASIL;2923902; 6.332,04 ; 10.194,38 ; 10.514.336,26 ;51%
BA;PAULO AFONSO;2924009; 9.449,55 ; 10.194,38 ; 14.508.622,43 ;58%
BA;PE DE SERRA;2924058; 5.849,79 ; 10.194,38 ; 24.309.456,76 ;49%
BA;PEDRAO;2924108; 6.682,76 ; 10.194,38 ; 7.210.078,70 ;54%
BA;PEDRO ALEXANDRE;2924207; 7.115,56 ; 10.194,38 ; 15.533.484,49 ;49%
BA;PIATA;2924306; 8.782,12 ; 10.194,38 ; 7.143.421,96 ;50%
BA;PILAO ARCADO;2924405; 8.128,80 ; 10.194,38 ; 19.170.536,37 ;57%
BA;PINDAI;2924504; 6.067,50 ; 10.194,38 ; 24.795.356,34 ;45%
BA;PINDOBACU;2924603; 5.831,20 ; 10.194,38 ; 44.242.654,33 ;40%
BA;PINTADAS;2924652; 5.319,93 ; 10.194,38 ; 17.904.062,55 ;51%
BA;PIRAI DO NORTE;2924678; 7.284,10 ; 10.194,38 ; 7.139.982,14 ;54%
BA;PIRIPA;2924702; 7.306,72 ; 10.194,38 ; 7.896.970,95 ;49%
BA;PIRITIBA;2924801; 7.948,99 ; 10.194,38 ; 9.767.434,49 ;53%
BA;PLANALTINO;2924900; 8.339,60 ; 10.194,38 ; 4.264.711,62 ;54%
BA;PLANALTO;2925006; 8.528,56 ; 10.194,38 ; 8.167.362,98 ;53%
BA;POCOES;2925105; 7.945,47 ; 10.194,38 ; 25.190.702,90 ;57%
BA;POJUCA;2925204; 11.340,57 ; 11.340,57 ; -   ;0%
BA;PONTO NOVO;2925253; 5.119,18 ; 10.194,38 ; 53.555.387,19 ;48%
BA;PORTO SEGURO;2925303; 9.382,09 ; 10.194,38 ; 33.750.968,18 ;57%
BA;POTIRAGUA;2925402; 7.090,32 ; 10.194,38 ; 8.875.314,61 ;52%
BA;PRADO;2925501; 8.565,33 ; 10.194,38 ; 13.076.495,23 ;53%
BA;PRESIDENTE DUTRA;2925600; 8.482,66 ; 10.194,38 ; 5.229.507,20 ;51%
BA;PRESIDENTE JANIO QUADROS;2925709; 8.056,14 ; 10.194,38 ; 6.662.167,04 ;50%
BA;PRESIDENTE TANCREDO NEVES;2925758; 8.073,92 ; 10.194,38 ; 16.276.979,58 ;54%
BA;QUEIMADAS;2925808; 6.186,76 ; 10.194,38 ; 34.254.936,44 ;48%
BA;QUIJINGUE;2925907; 4.794,24 ; 10.194,38 ; 67.213.199,03 ;44%
BA;QUIXABEIRA;2925931; 5.775,41 ; 10.194,38 ; 33.413.628,19 ;42%
BA;RAFAEL JAMBEIRO;2925956; 6.525,53 ; 10.194,38 ; 22.688.290,72 ;51%
BA;REMANSO;2926004; 7.553,83 ; 10.194,38 ; 30.008.735,79 ;51%
BA;RETIROLANDIA;2926103; 7.538,87 ; 10.194,38 ; 9.066.142,51 ;46%
BA;RIACHAO DAS NEVES;2926202; 9.386,41 ; 10.194,38 ; 4.364.356,73 ;62%
BA;RIACHAO DO JACUIPE;2926301; 7.002,46 ; 10.194,38 ; 21.052.569,45 ;51%
BA;RIACHO DE SANTANA;2926400; 8.437,46 ; 10.194,38 ; 10.666.041,87 ;55%
BA;RIBEIRA DO AMPARO;2926509; 5.984,40 ; 10.194,38 ; 28.115.139,73 ;50%
BA;RIBEIRA DO POMBAL;2926608; 7.608,27 ; 10.194,38 ; 39.452.434,08 ;52%
BA;RIBEIRAO DO LARGO;2926657; 7.826,01 ; 10.194,38 ; 6.547.892,51 ;52%
BA;RIO DE CONTAS;2926707; 8.004,89 ; 10.194,38 ; 5.727.289,86 ;55%
BA;RIO DO ANTONIO;2926806; 6.928,20 ; 10.194,38 ; 17.562.308,18 ;46%
BA;RIO DO PIRES;2926905; 6.955,92 ; 10.194,38 ; 11.731.144,04 ;44%
BA;RIO REAL;2927002; 6.530,14 ; 10.194,38 ; 39.088.461,97 ;49%
BA;RODELAS;2927101; 8.481,65 ; 10.194,38 ; 4.365.016,76 ;55%
BA;RUY BARBOSA;2927200; 8.334,11 ; 10.194,38 ; 11.056.535,23 ;53%
BA;SALINAS DA MARGARIDA;2927309; 8.518,96 ; 10.194,38 ; 8.221.613,93 ;44%
BA;SALVADOR;2927408; 13.569,61 ; 13.569,61 ; -   ;0%
BA;SANTA BARBARA;2927507; 7.152,94 ; 10.194,38 ; 18.108.392,04 ;54%
BA;SANTA BRIGIDA;2927606; 8.575,46 ; 10.194,38 ; 5.711.671,72 ;56%
BA;SANTA CRUZ CABRALIA;2927705; 9.114,51 ; 10.194,38 ; 10.620.992,25 ;52%
BA;SANTA CRUZ DA VITORIA;2927804; 8.148,00 ; 10.194,38 ; 3.544.604,61 ;44%
BA;SANTA INES;2927903; 7.909,14 ; 10.194,38 ; 7.976.408,33 ;48%
